3 		 5
1 		 159
1*		*163
8 		 2
8 		 2
8 		 2
8 		 2
8 		 4
8 		 6
8 		 8
8 		 8
8#		#10
4#		#10
3 		 11
3 		 13
3 		 15
3*		*21
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 5
9 		 7
9 		 9
9 		 1
9 		 1
9 		 5
9 		 7
9 		 9
9 		 11
9 		 15
9 		 17
9 		 19
9 		 1
9 		 3
9 		 5
9 		 7
9 		 7
9 		 1
9 		 1
9 		 1
9 		 5
9 		 7
9 		 7
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 1
9 		 3
9 		 5
9 		 5
9 		 7
9 		 7
9 		 7
9 		 7
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 3
9*		*25
9 		 27
9 		 29
9 		 31
9 		 31
9 		 31
9*		*59
5 		 27
5 		 27
5 		 29
5 		 33
5 		 45
5*		*49
0#		#0
6#		#20
7 		 23
7 		 23
7 		 23
7 		 23
7 		 23
7 		 23
7*		*25
1*		*43
3 		 11
3*		*21
4 		 26
4 		 26
4 		 28
4#		#50
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 5
1 		 7
1 		 9
1 		 11
1 		 13
1 		 13
1 		 13
1 		 15
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1*		*25
5*		*21
0#		#0
0#		#0
0#		#0
3 		 17
3 		 19
3*		*21
0#		#0
5 		 17
5 		 19
5*		*21
0#		#0
0#		#0
2 		 2
2 		 2
2 		 4
2 		 4
2 		 6
2#		#10
2 		 12
2 		 14
2 		 16
2 		 18
2#		#20
7 		 19
7*		*21
2 		 2
2 		 2
2 		 4
2 		 4
2 		 4
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 38
2 		 38
2 		 38
2 		 38
2#		#40
3 		 41
3*		*43
2 		 44
2 		 46
2*		*48
2 		 36
2*		*82
7 		 13
7 		 15
7 		 15
7 		 17
7 		 19
7*		*21
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 3
1 		 5
1 		 23
1 		 27
1 		 27
1 		 29
1 		 29
1 		 31
1*		*141
1*		*141
2 		 142
2 		 144
2 		 144
2 		 2
2 		 4
2 		 4
2 		 44
2 		 46
2*		*114
1 		 119
1 		 123
1*		*133
2*		*134
7*		*247
4 		 16
4 		 12
4 		 14
4 		 14
4#		#20
3 		 27
3 		 29
3 		 31
3 		 31
3 		 33
3 		 35
3*		*37
5 		 45
5 		 23
5*		*25
7 		 13
7 		 15
7 		 17
7 		 17
7 		 17
7 		 17
7 		 19
7*		*21
7 		 23
7 		 23
7*		*25
4 		 38
4 		 38
4 		 42
4 		 44
4 		 46
4*		*48
9*		*67
5*		*95
0#		#0
0#		#0
0#		#0
0#		#0
7 		 3
7 		 5
7 		 11
7 		 13
7 		 15
7 		 29
7 		 19
7*		*21
6 		 22
6 		 24
6 		 26
6 		 26
6 		 28
6#		#30
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 3
9 		 5
9 		 17
9 		 19
9*		*21
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 7
9 		 11
9 		 11
9 		 13
9 		 19
9*		*21
0#		#0
5 		 5
5 		 5
5 		 7
5 		 11
5 		 13
5 		 13
5 		 15
5 		 17
5 		 15
5 		 17
5 		 23
5*		*25
2#		#30
6 		 16
6 		 18
6 		 18
6 		 18
6 		 18
6 		 18
6#		#20
7*		*75
0#		#0
3 		 5
3 		 7
3 		 9
3 		 15
3 		 17
3 		 19
3 		 19
3*		*21
2 		 46
2*		*52
6 		 6
6 		 6
6 		 6
6 		 8
6#		#10
4 		 12
4 		 14
4 		 16
4 		 16
4 		 18
4#		#20
0#		#0
7*		*105
9 		 135
9 		 137
9*		*139
4#		#10
7 		 13
7 		 15
7 		 19
7*		*21
